ID,RAJ2000,DEJ2000,w1,w1_err,h,h_err,k,k_err,Halpha_type,objtype_Hou,objtype_SIMBAD,Fe_type,umag,e_umag,gmag,e_gmag,Hamag,e_Hamag,rmag,e_rmag,imag,e_imag,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag
J055752.48+235304.5,89.468682,23.884594,15.132,0.044,15.18,0.068,15.162,0.131,II,CBe,,,19.614,0.036,17.769,0.005,16.87,0.01,17.02,0.0,16.45,0.01,15.527,15.18,15.162,0.05,0.068,0.131
J055127.24+224337.3,87.863517,22.727035,13.381,0.026,13.887,0.034,13.657,0.041,II,CBe,,,20.656,0.073,18.008,0.006,16.44,0.01,16.71,0.0,15.76,0.01,14.346,13.887,13.657,0.026,0.034,0.041
J053652.40+291431.1,84.218359,29.241993,12.635,0.024,12.986,0.027,12.762,0.026,II,CBe,,,18.551,0.017,16.384,0.004,15.09,0.0,15.34,0.0,14.58,0.0,13.392,12.986,12.762,0.022,0.027,0.026
J053525.55+291609.9,83.85649,29.269428,12.225,0.032,12.46,0.027,12.34,0.029,II,CBe,,,17.467,0.01,15.639,0.004,14.37,0.0,14.62,0.0,13.91,0.0,12.858,12.46,12.34,0.028,0.027,0.029
J053513.39+310102.9,83.805815,31.017493,13.009,0.025,13.311,0.026,13.153,0.028,II,CBe,,,18.932,0.023,16.78,0.004,15.46,0.0,15.73,0.0,14.89,0.0,13.721,13.311,13.153,0.026,0.026,0.028
J054241.36+305748.6,85.672352,30.963527,13.51,0.031,14.025,0.034,13.831,0.043,II,CBe,,,17.695,0.012,15.98,0.004,15.24,0.0,15.36,0.0,14.88,0.0,14.201,14.025,13.831,0.027,0.034,0.043
J053249.97+294454.6,83.208247,29.748513,14.522,0.034,14.708,0.047,14.535,0.075,II,CBe,,,18.446,0.016,17.097,0.005,16.17,0.01,16.38,0.01,15.83,0.01,14.972,14.708,14.535,0.036,0.047,0.075
J053604.79+290654.4,84.019995,29.115112,15.017,0.041,15.276,0.081,15.065,0.11,II,CBe,,,20.498,0.058,18.497,0.008,17.26,0.01,17.47,0.01,16.74,0.01,15.666,15.276,15.065,0.05,0.081,0.11
J053357.36+301447.5,83.489014,30.246539,14.215,0.03,14.523,0.042,14.474,0.071,II,CBe,,,19.094,0.023,17.23,0.005,16.2,0.01,16.42,0.01,15.78,0.01,14.748,14.523,14.474,0.035,0.042,0.071
J053550.77+310513.5,83.961551,31.087102,13.66,0.027,13.885,0.032,13.759,0.04,II,CBe,,,19.7,0.038,17.455,0.005,16.09,0.01,16.34,0.01,15.5,0.01,14.336,13.885,13.759,0.026,0.032,0.04
J053846.44+301623.8,84.693532,30.27329,14.352,0.033,14.633,0.049,14.549,0.073,II,CBe,,,19.786,0.031,17.736,0.006,16.56,0.01,16.78,0.01,16.08,0.01,14.985,14.633,14.549,0.039,0.049,0.073
J054335.60+303552.6,85.89836,30.597947,14.797,0.045,15.084,0.07,14.945,0.108,II,CBe,,,19.119,0.023,17.461,0.005,16.5,0.01,16.7,0.01,16.15,0.01,15.28,15.084,14.945,0.04,0.07,0.108
J054355.97+304940.4,85.983217,30.827894,14.76,0.041,15.027,0.069,15.119,0.126,II,CBe,,,19.87,0.034,18.002,0.006,16.82,0.01,17.04,0.01,16.38,0.01,15.416,15.027,15.119,0.05,0.069,0.126
J054344.80+311416.7,85.93669,31.237995,14.991,0.041,15.384,0.09,15.06,0.121,II,CBe,,,19.5,0.031,17.84,0.006,16.87,0.01,17.09,0.01,16.49,0.01,15.492,15.384,15.06,0.05,0.09,0.121
J054350.26+300952.9,85.959452,30.164715,12.936,0.025,13.387,0.026,13.157,0.029,II,CBe,,,20.083,0.044,17.637,0.005,15.99,0.01,16.32,0.01,15.31,0.01,13.859,13.387,13.157,0.024,0.026,0.029
J054213.98+303220.4,85.558256,30.539,14.006,0.029,14.439,0.044,14.188,0.052,II,CBe,,,21.237,0.098,18.864,0.009,17.06,0.01,17.44,0.01,16.41,0.01,14.965,14.439,14.188,0.035,0.044,0.052
J054424.68+321958.8,86.102874,32.333012,15.446,0.052,15.694,0.118,15.479,0.18,II,CBe,,,19.694,0.037,17.921,0.006,17.1,0.02,17.26,0.02,16.74,0.02,15.844,15.694,15.479,0.062,0.118,0.18
J061734.09+244721.1,94.392068,24.7892,14.567,0.034,14.723,0.048,14.672,0.067,II,CBe,,,18.891,0.02,17.262,0.005,16.19,0.01,16.45,0.0,15.87,0.01,15.029,14.723,14.672,0.033,0.048,0.067
J061124.79+253602.7,92.853294,25.600759,14.963,0.041,15.078,0.063,15.062,0.095,II,CBe,,,19.018,0.024,17.471,0.005,16.47,0.01,16.69,0.01,16.18,0.01,15.38,15.078,15.062,0.045,0.063,0.095
J061052.32+252229.7,92.718002,25.37494,14.908,0.037,14.887,0.055,14.764,0.075,II,CBe,,,17.893,0.013,16.316,0.004,15.83,0.01,15.98,0.0,15.61,0.01,15.006,14.887,14.764,0.034,0.055,0.075
J061130.31+252318.6,92.876294,25.388514,14.742,0.039,14.843,0.055,14.843,0.077,II,CBe,,,18.192,0.015,16.598,0.004,16.0,0.01,16.15,0.0,15.7,0.01,15.051,14.843,14.843,0.037,0.055,0.077
J061304.20+250043.8,93.267513,25.012184,15.099,0.05,15.48,0.102,15.355,0.115,II,CBe,,,18.975,0.021,17.33,0.005,16.62,0.01,16.79,0.0,16.34,0.01,15.706,15.48,15.355,0.051,0.102,0.115
J061255.50+251854.7,93.231275,25.315195,15.667,0.054,15.442,0.09,15.832,0.177,II,CBe,,,19.167,0.024,17.418,0.005,16.79,0.01,16.92,0.0,16.54,0.01,15.745,15.442,15.832,0.056,0.09,0.177
J061234.27+250849.1,93.142799,25.146979,15.467,0.051,15.546,0.106,15.449,0.135,II,CBe,,,19.282,0.025,17.861,0.006,16.88,0.01,17.14,0.01,16.64,0.01,15.879,15.546,15.449,0.054,0.106,0.135
J061522.71+260359.2,93.844655,26.066454,14.986,0.038,15.515,0.107,15.273,0.134,II,CBe,,,18.583,0.018,16.986,0.004,16.47,0.01,16.59,0.0,16.25,0.01,15.69,15.515,15.273,0.065,0.107,0.134
J055343.44+223857.0,88.431,22.649184,10.536,0.023,10.755,0.021,10.633,0.017,II,CBe,Star,,15.39,0.008,14.333,0.013,11.79,0.0,12.27,0.0,11.63,0.0,10.908,10.755,10.633,0.022,0.021,0.017
J055258.25+205813.6,88.242714,20.970465,12.343,0.024,12.427,0.023,12.363,0.02,II,CBe,,,14.579,0.004,14.252,0.01,13.06,0.0,13.23,0.0,12.95,0.0,12.509,12.427,12.363,0.02,0.023,0.02
J054905.73+205120.7,87.273882,20.855764,12.113,0.024,12.22,0.035,12.209,0.024,II,CBe,,,15.501,0.009,13.412,0.001,12.83,0.0,13.0,0.0,12.7,0.0,12.355,12.22,12.209,0.026,0.035,0.024
J054610.71+211613.3,86.544665,21.27038,10.79,0.024,10.956,0.022,10.855,0.02,II,CBe,,,15.235,0.006,15.498,0.013,12.09,0.0,12.47,0.0,11.85,0.0,11.184,10.956,10.855,0.022,0.022,0.02
J055246.71+205507.4,88.194652,20.918732,11.942,0.023,12.16,0.024,12.04,0.022,II,CBe,,,15.853,0.005,14.431,0.003,13.57,0.0,13.84,0.0,13.34,0.0,12.542,12.16,12.04,0.024,0.024,0.022
J054454.88+211700.1,86.22867,21.283385,11.677,0.023,11.787,0.023,11.713,0.02,II,CBe,Star,,15.793,0.013,13.233,0.001,12.53,0.0,12.86,0.0,12.41,0.0,11.969,11.787,11.713,0.02,0.023,0.02
J054752.59+215127.5,86.969143,21.857657,12.565,0.032,12.666,0.032,12.612,0.025,II,CBe,,,16.098,0.008,15.307,0.019,13.48,0.0,13.61,0.0,13.32,0.0,12.847,12.666,12.612,0.031,0.032,0.025
J040648.67+510908.9,61.702822,51.152477,12.136,0.024,12.495,0.037,12.377,0.031,II,CBe,,,15.648,0.005,14.538,0.003,13.64,0.0,13.88,0.0,13.38,0.0,12.65,12.495,12.377,0.024,0.037,0.031
J055654.23+220545.2,89.225968,22.095904,11.171,0.025,11.437,0.023,11.304,0.019,II,CBe,Star,,15.501,0.007,13.277,0.002,12.52,0.0,12.72,0.0,12.36,0.0,11.562,11.437,11.304,0.021,0.023,0.019
J055343.44+223857.0,88.431,22.649184,10.536,0.023,10.755,0.021,10.633,0.017,II,CBe,Star,,15.39,0.008,14.333,0.013,11.79,0.0,12.27,0.0,11.63,0.0,10.908,10.755,10.633,0.022,0.021,0.017
J061845.85+251150.8,94.691081,25.197458,12.998,0.024,13.428,0.028,13.281,0.031,II,CBe,,,16.594,0.007,14.965,0.003,14.42,0.0,14.55,0.0,14.14,0.0,13.585,13.428,13.281,0.026,0.028,0.031
J055014.52+285404.6,87.560501,28.901297,13.954,0.028,14.158,0.044,14.12,0.059,II,CBe,,,17.399,0.008,15.857,0.004,15.25,0.0,15.38,0.0,14.99,0.0,14.441,14.158,14.12,0.031,0.044,0.059
J055117.47+303427.1,87.822793,30.574206,13.436,0.026,13.589,0.036,13.486,0.039,II,CBe,,,15.978,0.005,14.615,0.004,14.36,0.0,14.4,0.0,14.14,0.0,13.688,13.589,13.486,0.028,0.036,0.039
J054822.90+202401.8,87.095435,20.400504,14.752,0.035,14.949,0.076,14.705,0.081,II,CBe,,,19.002,0.021,17.196,0.005,16.28,0.01,16.45,0.0,15.97,0.01,15.178,14.949,14.705,0.043,0.076,0.081
J054910.08+205351.0,87.292039,20.897512,15.126,0.04,15.237,0.079,15.376,0.139,II,CBe,,,18.658,0.018,17.009,0.005,16.37,0.01,16.49,0.0,16.12,0.01,15.54,15.237,15.376,0.055,0.079,0.139
J054923.53+205300.3,87.348068,20.883425,14.783,0.038,14.863,0.059,14.87,0.083,II,CBe,,,18.248,0.014,16.592,0.004,15.93,0.01,16.04,0.0,15.7,0.01,15.139,14.863,14.87,0.042,0.059,0.083
J055147.66+203609.7,87.948604,20.602718,15.236,0.048,15.384,0.074,15.298,0.133,II,CBe,,,19.208,0.024,17.461,0.005,16.69,0.01,16.88,0.0,16.38,0.01,15.651,15.384,15.298,0.046,0.074,0.133
J055017.76+205430.8,87.574024,20.908576,14.846,0.035,14.955,0.051,14.925,0.087,II,CBe,,,17.871,0.012,16.334,0.004,15.86,0.01,15.95,0.0,15.65,0.01,15.164,14.955,14.925,0.036,0.051,0.087
J055026.75+204727.9,87.611468,20.791102,15.709,0.06,15.635,0.096,15.679,0.176,II,CBe,,,19.254,0.025,17.767,0.006,17.04,0.02,17.21,0.01,16.77,0.01,16.067,15.635,15.679,0.064,0.096,0.176
J055247.56+204026.0,88.198172,20.6739,14.372,0.032,14.836,0.056,14.632,0.074,II,CBe,,,18.615,0.017,16.903,0.004,16.09,0.01,16.26,0.0,15.76,0.01,14.987,14.836,14.632,0.038,0.056,0.074
J054544.64+200824.0,86.436002,20.140021,14.803,0.036,15.347,0.104,15.144,0.125,II,CBe,,,19.457,0.031,17.569,0.005,16.71,0.01,16.88,0.0,16.35,0.01,15.606,15.347,15.144,0.063,0.104,0.125
J054633.96+192639.9,86.641539,19.444441,15.795,0.057,15.611,0.132,15.507,0.179,II,CBe,,,18.563,0.017,17.172,0.004,16.74,0.01,16.9,0.0,16.55,0.01,15.911,15.611,15.507,0.071,0.132,0.179
J054519.84+201535.4,86.332703,20.259844,14.998,0.04,15.219,0.089,15.048,0.108,II,CBe,,,19.949,0.043,18.198,0.006,17.06,0.01,17.34,0.01,16.69,0.01,15.751,15.219,15.048,0.062,0.089,0.108
J054514.10+200043.0,86.30875,20.011956,15.988,0.062,16.064,0.192,15.86,,II,CBe,,,20.0,0.04,18.181,0.007,17.46,0.02,17.67,0.01,17.2,0.01,16.303,16.064,15.86,0.099,0.192,
J054600.87+192239.3,86.503653,19.377593,14.218,0.031,14.464,0.047,14.165,0.055,II,CBe,,,18.687,0.018,16.919,0.004,16.02,0.01,16.26,0.0,15.67,0.01,14.688,14.464,14.165,0.032,0.047,0.055
J054717.07+194057.6,86.821144,19.682672,15.047,0.039,15.195,0.091,14.982,0.106,II,CBe,,,18.33,0.014,17.021,0.005,16.32,0.01,16.53,0.0,16.09,0.01,15.407,15.195,14.982,0.046,0.091,0.106
J055324.29+214652.1,88.351213,21.781148,14.104,0.029,14.45,0.045,14.307,0.06,II,CBe,,,18.537,0.017,16.885,0.005,15.9,0.01,16.16,0.0,15.63,0.01,14.751,14.45,14.307,0.032,0.045,0.06
J055356.44+215627.7,88.485176,21.941038,15.008,0.041,15.24,0.076,15.075,0.116,II,CBe,,,19.348,0.028,17.831,0.005,16.89,0.01,17.14,0.01,16.57,0.01,15.712,15.24,15.075,0.055,0.076,0.116
J055345.15+215815.5,88.438162,21.970973,14.87,0.037,15.046,0.062,14.938,0.105,II,CBe,,,18.333,0.016,16.774,0.004,16.53,0.01,16.43,0.0,16.15,0.01,15.218,15.046,14.938,0.04,0.062,0.105
J055341.83+215508.6,88.424292,21.919063,14.787,0.036,14.995,0.055,14.864,0.085,II,CBe,,,17.631,0.011,16.362,0.004,15.9,0.01,16.04,0.0,15.71,0.01,15.064,14.995,14.864,0.031,0.055,0.085
J055637.01+221529.3,89.154211,22.258158,14.429,0.038,14.736,0.068,14.564,0.07,II,CBe,,,18.84,0.02,17.077,0.005,16.2,0.01,16.36,0.0,15.93,0.01,14.975,14.736,14.564,0.038,0.068,0.07
J055532.66+222323.6,88.886103,22.389906,15.275,0.043,15.338,0.084,15.522,0.19,II,CBe,,,19.96,0.041,18.19,0.006,17.02,0.01,17.21,0.01,16.66,0.01,15.653,15.338,15.522,0.055,0.084,0.19
J055318.75+222719.9,88.328125,22.455546,14.813,0.036,15.013,0.057,14.918,0.091,II,CBe,,,19.225,0.024,17.641,0.005,16.71,0.01,16.91,0.0,16.36,0.01,15.392,15.013,14.918,0.038,0.057,0.091
J055355.39+221109.9,88.480819,22.186101,14.687,0.034,14.914,0.055,14.698,0.08,II,CBe,,,19.188,0.026,17.5,0.005,16.53,0.01,16.81,0.01,16.22,0.01,15.119,14.914,14.698,0.041,0.055,0.08
J055947.17+215752.9,89.94656,21.9647,14.374,0.033,14.614,0.066,14.404,0.076,II,CBe,,,19.209,0.024,17.284,0.005,16.42,0.01,16.48,0.0,15.98,0.01,14.881,14.614,14.404,0.039,0.066,0.076
J055844.07+220449.3,89.683657,22.080377,14.188,0.029,14.442,0.055,14.278,0.06,II,CBe,,,18.848,0.02,17.172,0.004,16.13,0.01,16.38,0.0,15.8,0.01,14.681,14.442,14.278,0.033,0.055,0.06
J055211.01+210945.2,88.045877,21.16257,14.902,0.039,15.196,0.062,15.086,0.103,II,CBe,,,19.104,0.023,17.517,0.005,16.67,0.01,16.88,0.0,16.36,0.01,15.432,15.196,15.086,0.042,0.062,0.103
J054741.19+212222.1,86.921662,21.372828,14.492,0.034,14.701,0.075,14.603,0.07,II,CBe,,,18.25,0.015,16.552,0.004,15.83,0.01,15.97,0.0,15.57,0.01,14.938,14.701,14.603,0.049,0.075,0.07
J054825.78+212832.5,87.10744,21.475707,15.494,0.048,15.544,0.133,15.585,0.177,II,CBe,,,18.745,0.019,17.265,0.005,16.68,0.01,16.82,0.0,16.45,0.01,15.919,15.544,15.585,0.072,0.133,0.177
J054733.07+215040.0,86.887833,21.84445,15.596,0.052,15.752,0.171,15.635,0.181,II,CBe,,,18.373,0.015,17.003,0.005,16.51,0.01,16.63,0.0,16.32,0.01,15.931,15.752,15.635,0.073,0.171,0.181
J054946.71+221311.5,87.444634,22.219873,14.983,0.04,15.089,0.074,15.074,0.122,II,CBe,,,19.055,0.022,17.263,0.005,16.52,0.01,16.67,0.01,16.2,0.01,15.405,15.089,15.074,0.05,0.074,0.122
J052935.38+274607.9,82.397421,27.768866,12.938,0.024,13.194,0.027,13.014,0.021,II,CBe,,,17.696,0.011,15.832,0.004,14.76,0.0,14.99,0.0,14.41,0.0,13.495,13.194,13.014,0.024,0.027,0.021
J052502.37+284029.1,81.259881,28.674776,14.748,0.038,14.808,0.058,14.611,0.065,II,CBe,,,17.59,0.01,16.155,0.004,15.69,0.01,15.79,0.0,15.47,0.01,14.99,14.808,14.611,0.036,0.058,0.065
J052450.36+283353.1,81.209859,28.564751,14.133,0.029,14.4,0.043,14.205,0.052,II,CBe,,,18.195,0.015,16.366,0.004,15.62,0.01,15.78,0.0,15.33,0.01,14.645,14.4,14.205,0.034,0.043,0.052
J052622.01+295220.0,81.591739,29.872232,13.479,0.026,13.712,0.035,13.612,0.035,II,CBe,,,16.435,0.007,14.945,0.004,14.49,0.0,14.59,0.0,14.27,0.0,13.788,13.712,13.612,0.024,0.035,0.035
J052812.37+285800.6,82.051544,28.966841,14.395,0.04,14.537,0.052,14.261,0.057,II,CBe,,,17.425,0.009,16.038,0.004,15.38,0.0,15.63,0.0,15.26,0.01,14.736,14.537,14.261,0.037,0.052,0.057
J053318.31+283247.0,83.326332,28.546394,12.487,0.024,12.809,0.024,12.64,0.025,II,CBe,,,18.279,0.013,16.12,0.004,14.9,0.0,15.11,0.0,14.33,0.0,13.218,12.809,12.64,0.021,0.024,0.025
J053515.82+310636.5,83.815948,31.110145,12.745,0.024,13.2,0.024,13.008,0.028,II,CBe,,,19.782,0.042,17.182,0.005,15.66,0.0,15.94,0.0,15.03,0.0,13.652,13.2,13.008,0.024,0.024,0.028
J052532.68+275709.3,81.386189,27.952591,15.141,0.04,15.324,0.09,15.295,0.141,II,CBe,,,20.0,0.036,18.289,0.007,17.1,0.01,17.35,0.01,16.72,0.01,15.79,15.324,15.295,0.071,0.09,0.141
J052725.67+280204.0,81.856988,28.034462,13.965,0.03,14.185,0.04,14.053,0.043,II,CBe,,,18.413,0.014,16.689,0.004,15.72,0.01,15.94,0.0,15.35,0.01,14.485,14.185,14.053,0.028,0.04,0.043
J052619.24+281628.8,81.580181,28.274692,14.894,0.037,15.035,0.074,15.007,0.1,II,CBe,,,18.462,0.017,16.887,0.004,16.24,0.01,16.39,0.01,15.96,0.01,15.216,15.035,15.007,0.038,0.074,0.1
J052355.72+284006.1,80.982204,28.668362,14.666,0.034,14.94,0.073,14.866,0.093,II,CBe,,,18.513,0.015,16.893,0.004,16.32,0.01,16.47,0.01,16.03,0.01,15.252,14.94,14.866,0.048,0.073,0.093
J052353.75+282940.9,80.973984,28.494722,14.699,0.034,14.908,0.06,14.788,0.077,II,CBe,,,18.755,0.022,17.061,0.005,16.19,0.01,16.4,0.01,15.94,0.01,15.286,14.908,14.788,0.045,0.06,0.077
J051850.21+285600.4,79.709242,28.933459,15.39,0.047,15.689,0.094,15.486,0.131,II,CBe,,,19.652,0.032,17.918,0.006,17.14,0.01,17.34,0.01,16.8,0.01,16.074,15.689,15.486,0.064,0.094,0.131
J052514.52+293846.0,81.310508,29.646121,14.931,0.04,14.938,0.077,14.879,0.1,II,CBe,,,18.672,0.019,17.007,0.004,16.25,0.01,16.43,0.01,15.96,0.01,15.335,14.938,14.879,0.055,0.077,0.1
J052837.49+293813.3,82.156212,29.637033,15.198,0.043,15.595,0.102,15.272,0.123,II,CBe,,,19.8,0.036,17.922,0.006,17.03,0.02,17.19,0.01,16.68,0.01,15.834,15.595,15.272,0.056,0.102,0.123
J052846.77+290727.5,82.194882,29.124321,16.944,0.132,16.7,,17.006,,II,CBe,,,19.594,0.031,18.11,0.006,17.51,0.02,17.7,0.01,17.24,0.02,16.625,16.7,17.006,0.114,,
J052424.76+284657.0,81.103179,28.782524,15.316,0.045,15.354,0.098,15.316,0.155,II,CBe,,,18.386,0.014,16.88,0.004,16.39,0.01,16.53,0.01,16.16,0.01,15.518,15.354,15.316,0.056,0.098,0.155
J053309.86+284808.8,83.291089,28.802459,14.211,0.029,14.566,0.038,14.367,0.058,II,CBe,,,19.746,0.033,17.661,0.006,16.5,0.01,16.73,0.01,15.99,0.01,14.913,14.566,14.367,0.031,0.038,0.058
J053229.08+284119.2,83.12119,28.688689,14.278,0.03,14.681,0.059,14.546,0.077,II,CBe,,,20.04,0.045,18.165,0.007,16.71,0.01,17.02,0.01,16.2,0.01,15.094,14.681,14.546,0.041,0.059,0.077
J053538.50+284918.5,83.910438,28.821828,13.799,0.029,14.061,0.035,13.813,0.039,II,CBe,,,19.167,0.021,17.123,0.005,15.99,0.01,16.19,0.01,15.46,0.0,14.377,14.061,13.813,0.025,0.035,0.039
J053600.08+285954.3,84.000334,28.99842,13.91,0.028,14.173,0.036,13.917,0.044,II,CBe,,,19.946,0.035,17.893,0.006,16.51,0.01,16.76,0.01,15.9,0.01,14.573,14.173,13.917,0.024,0.036,0.044
J053059.46+275455.5,82.747775,27.915424,14.095,0.03,14.624,0.053,14.301,0.068,II,CBe,,,20.309,0.047,18.039,0.006,16.78,0.01,17.01,0.01,16.24,0.01,14.973,14.624,14.301,0.032,0.053,0.068
J053455.84+285720.3,83.732687,28.95564,14.153,0.031,14.47,0.047,14.183,0.055,II,CBe,,,19.809,0.037,17.725,0.005,16.48,0.01,16.69,0.01,15.96,0.01,14.883,14.47,14.183,0.029,0.047,0.055
J053410.06+290135.4,83.541956,29.0265,14.492,0.033,14.659,0.046,14.616,0.069,II,CBe,,,19.26,0.023,17.392,0.005,16.43,0.01,16.62,0.01,15.98,0.01,15.044,14.659,14.616,0.035,0.046,0.069
J053508.93+285944.2,83.78724,28.995636,14.245,0.031,14.661,0.052,14.37,0.056,II,CBe,,,19.657,0.029,17.625,0.006,16.53,0.01,16.71,0.01,16.02,0.01,14.889,14.661,14.37,0.031,0.052,0.056
J053337.81+285642.7,83.407556,28.945196,14.147,0.029,14.357,0.039,14.175,0.051,II,CBe,,,18.381,0.015,16.699,0.004,15.83,0.01,16.01,0.0,15.47,0.01,14.541,14.357,14.175,0.028,0.039,0.051
J053430.35+285550.2,83.62649,28.930616,14.109,0.03,14.294,0.041,14.082,0.045,II,CBe,,,19.676,0.031,17.829,0.006,16.41,0.01,16.71,0.01,15.92,0.01,14.784,14.294,14.082,0.031,0.041,0.045
J053308.99+295853.4,83.287476,29.981516,14.039,0.03,14.476,0.062,14.324,0.072,II,CBe,,,19.542,0.028,17.585,0.005,16.39,0.01,16.61,0.01,15.89,0.01,14.776,14.476,14.324,0.049,0.062,0.072
J052933.67+293710.4,82.390297,29.619568,14.279,0.034,14.531,0.049,14.447,0.068,II,CBe,,,18.877,0.02,17.015,0.005,16.14,0.01,16.3,0.0,15.75,0.01,14.871,14.531,14.447,0.031,0.049,0.068
J052910.44+291607.9,82.29353,29.268882,15.168,0.046,15.68,0.112,15.63,,II,CBe,,,19.825,0.041,17.998,0.006,17.11,0.01,17.3,0.01,16.77,0.01,16.017,15.68,15.63,0.07,0.112,
J052854.62+290829.0,82.227611,29.141394,14.854,0.037,15.42,0.105,15.248,0.121,II,CBe,,,18.983,0.024,17.257,0.005,16.58,0.01,16.74,0.01,16.27,0.01,15.531,15.42,15.248,0.05,0.105,0.121
J053057.69+295135.2,82.740399,29.859787,14.788,0.036,14.939,0.064,14.818,0.089,II,CBe,,,19.601,0.029,17.71,0.006,16.7,0.01,16.93,0.01,16.27,0.01,15.318,14.939,14.818,0.044,0.064,0.089
J053808.63+301904.5,84.535964,30.317937,14.777,0.039,14.998,0.062,14.886,0.099,II,CBe,,,20.053,0.048,18.132,0.006,17.02,0.01,17.26,0.01,16.52,0.01,15.281,14.998,14.886,0.043,0.062,0.099
J060712.61+222247.6,91.80256,22.379892,11.651,0.026,11.882,0.022,11.773,0.021,II,CBe,,,15.288,0.004,13.872,0.003,12.96,0.0,13.16,0.0,12.73,0.0,12.004,11.882,11.773,0.021,0.022,0.021
J060401.53+221618.4,91.006377,22.271798,11.726,0.024,12.059,0.022,11.887,0.018,II,CBe,,,15.913,0.005,14.451,0.003,13.4,0.0,13.76,0.0,13.21,0.0,12.298,12.059,11.887,0.025,0.022,0.018
J060331.78+220354.4,90.882454,22.065136,12.299,0.024,12.559,0.026,12.489,0.023,II,CBe,,,15.457,0.005,14.273,0.004,13.41,0.0,13.63,0.0,13.28,0.0,12.703,12.559,12.489,0.022,0.026,0.023
J061152.34+234344.6,92.968107,23.729066,11.191,0.023,11.231,0.022,11.149,0.017,II,CBe,Star,,14.3,0.005,12.5,0.001,11.45,0.0,12.1,0.0,11.59,0.0,11.29,11.231,11.149,0.02,0.022,0.017
J060658.37+244612.2,91.743209,24.770063,12.691,0.024,12.785,0.023,12.725,0.026,II,CBe,,,15.587,0.005,14.098,0.003,13.58,0.0,13.74,0.0,13.41,0.0,12.971,12.785,12.725,0.023,0.023,0.026
J040932.30+530403.0,62.384605,53.067519,11.09,0.024,11.4,0.029,11.282,0.026,II,CBe,,,14.864,0.004,14.409,0.008,12.39,0.0,12.75,0.0,12.27,0.0,11.593,11.4,11.282,0.023,0.029,0.026
J042512.13+541707.5,66.300543,54.285438,11.25,0.023,11.421,0.022,11.343,0.017,II,CBe,,,15.418,0.004,14.622,0.004,12.7,0.0,12.96,0.0,12.4,0.0,11.704,11.421,11.343,0.018,0.022,0.017
J054654.00+205738.4,86.725009,20.960678,12.516,0.023,12.887,0.024,12.609,0.021,II,CBe,,,18.13,0.015,16.429,0.004,14.93,0.0,15.35,0.0,14.55,0.0,13.315,12.887,12.609,0.02,0.024,0.021
J055040.08+221948.0,87.66702,22.330008,13.076,0.026,13.28,0.035,13.16,0.028,II,CBe,,,16.798,0.008,15.346,0.004,14.43,0.0,14.61,0.0,14.22,0.0,13.495,13.28,13.16,0.029,0.035,0.028
J055400.37+220207.7,88.501568,22.035497,13.393,0.025,13.782,0.03,13.675,0.035,II,CBe,,,17.475,0.01,15.777,0.003,15.13,0.01,15.31,0.0,14.86,0.0,13.978,13.782,13.675,0.024,0.03,0.035
J055237.89+221034.6,88.15788,22.176292,13.253,0.026,13.432,0.032,13.31,0.027,II,CBe,,,17.049,0.008,15.354,0.004,14.68,0.0,14.82,0.0,14.37,0.0,13.613,13.432,13.31,0.022,0.032,0.027
J055514.56+213909.2,88.810688,21.65258,12.195,0.024,12.47,0.021,12.293,0.02,II,CBe,,,15.752,0.005,14.462,0.003,13.62,0.0,13.96,0.0,13.5,0.0,12.683,12.47,12.293,0.022,0.021,0.02
J060406.13+221256.3,91.025565,22.215655,12.086,0.024,12.405,0.026,12.27,0.025,II,CBe,,,17.313,0.009,15.329,0.003,14.2,0.0,14.47,0.0,13.8,0.0,12.695,12.405,12.27,0.022,0.026,0.025
J055837.80+232748.7,89.657507,23.463549,13.918,0.029,14.102,0.047,14.011,0.054,II,CBe,,,18.736,0.019,16.771,0.004,15.76,0.01,15.93,0.0,15.33,0.0,14.466,14.102,14.011,0.031,0.047,0.054
J055811.13+234051.9,89.546409,23.68111,13.243,0.025,13.593,0.026,13.386,0.031,II,CBe,,,18.308,0.016,16.396,0.004,15.33,0.0,15.56,0.0,14.91,0.0,13.879,13.593,13.386,0.022,0.026,0.031
J054718.09+213941.2,86.825389,21.661449,14.272,0.029,14.387,0.046,14.275,0.062,II,CBe,,,18.07,0.013,16.39,0.004,15.64,0.01,15.79,0.0,15.34,0.01,14.627,14.387,14.275,0.031,0.046,0.062
J054640.84+215958.2,86.670195,21.999506,14.388,0.033,14.571,0.057,14.417,0.076,II,CBe,,,17.796,0.012,16.194,0.004,15.61,0.0,15.74,0.0,15.38,0.0,14.757,14.571,14.417,0.035,0.057,0.076
J060134.35+233221.8,90.393148,23.539401,12.878,0.025,13.132,0.033,12.963,0.023,II,CBe,,,17.429,0.009,15.565,0.003,14.69,0.0,14.86,0.0,14.31,0.0,13.364,13.132,12.963,0.026,0.033,0.023
J055244.23+203700.6,88.184333,20.616853,14.488,0.034,14.676,0.049,14.504,0.058,II,CBe,,,18.311,0.014,16.697,0.004,15.96,0.01,16.13,0.0,15.65,0.01,14.84,14.676,14.504,0.032,0.049,0.058
